location_x,location_y,power_of_shot,knockout_match,game_season,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,match_id,remaining_time
-48.0,18.0,3.0,0.0,2006-07,25.0,0.0,Center(C),Goal Line,Less Than 8 ft.,02-03-2007,MANU vs. SAC,10827.0,"42.982923, -71.446094",shot - 1,20600878,0.5
-233.0,-13.0,3.0,0.0,2006-07,43.0,0.0,Left Side(L),Left Corner,24+ ft.,02-03-2007,MANU vs. SAC,10828.0,"42.982923, -71.446094",shot - 14,20600878,0.4166666666666667
-126.0,128.0,4.0,0.0,2006-07,37.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,02-03-2007,MANU vs. SAC,10830.0,"42.982923, -71.446094",shot - 3,20600878,5.616666666666667
0.0,114.0,4.0,0.0,2006-07,31.0,0.0,Center(C),Goal Line,8-16 ft.,02-03-2007,MANU vs. SAC,10831.0,"42.982923, -71.446094",shot - 44,20600878,4.783333333333333
190.0,0.0,4.0,0.0,2006-07,45.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,02-03-2007,MANU vs. SAC,10832.0,"42.982923, -71.446094",shot - 14,20600878,1.6333333333333333
-186.0,184.0,4.0,0.0,2006-07,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,02-03-2007,MANU vs. SAC,10833.0,"42.982923, -71.446094",shot - 3,20600878,1.1833333333333333
-82.0,141.0,1.0,0.0,2006-07,36.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10834.0,"33.552026, -112.071667",shot - 3,20600890,10.383333333333333
95.0,42.0,1.0,0.0,2006-07,30.0,0.0,Right Side(R),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10835.0,"33.552026, -112.071667",shot - 3,20600890,4.183333333333334
0.0,150.0,1.0,0.0,2006-07,36.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10836.0,"33.552026, -112.071667",shot - 3,20600890,3.3833333333333333
-87.0,141.0,1.0,0.0,2006-07,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10837.0,"33.552026, -112.071667",shot - 23,20600890,3.15
158.0,68.0,1.0,0.0,2006-07,37.0,1.0,Right Side(R),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10838.0,"33.552026, -112.071667",shot - 3,20600890,1.3333333333333333
207.0,0.0,2.0,0.0,2006-07,47.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,04-03-2007,MANU @ PHX,10839.0,"33.552026, -112.071667",shot - 36,20600890,11.216666666666667
-181.0,171.0,2.0,0.0,2006-07,44.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,04-03-2007,MANU @ PHX,10840.0,"33.552026, -112.071667",shot - 26,20600890,5.483333333333333
47.0,219.0,2.0,0.0,2006-07,42.0,0.0,Center(C),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10841.0,"33.552026, -112.071667",shot - 3,20600890,1.5666666666666667
164.0,64.0,3.0,0.0,2006-07,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10842.0,"33.552026, -112.071667",shot - 41,20600890,10.9
-154.0,109.0,3.0,0.0,2006-07,38.0,0.0,Left Side(L),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10844.0,"33.552026, -112.071667",shot - 44,20600890,8.8
0.0,0.0,3.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,04-03-2007,MANU @ PHX,10845.0,"33.552026, -112.071667",shot - 4,20600890,8.333333333333334
159.0,130.0,3.0,0.0,2006-07,40.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10846.0,"33.552026, -112.071667",shot - 3,20600890,6.4
138.0,112.0,3.0,0.0,2006-07,37.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10847.0,"33.552026, -112.071667",shot - 3,20600890,5.866666666666667
-110.0,100.0,3.0,0.0,2006-07,34.0,0.0,Left Side(L),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10848.0,"33.552026, -112.071667",shot - 3,20600890,3.9166666666666665
202.0,186.0,3.0,0.0,2006-07,47.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,04-03-2007,MANU @ PHX,10849.0,"33.552026, -112.071667",shot - 56,20600890,3.45
0.0,0.0,3.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,04-03-2007,MANU @ PHX,10850.0,"33.552026, -112.071667",shot - 39,20600890,0.9833333333333333
59.0,40.0,3.0,0.0,2006-07,27.0,1.0,Center(C),Goal Line,Less Than 8 ft.,04-03-2007,MANU @ PHX,10851.0,"33.552026, -112.071667",shot - 3,20600890,0.95
169.0,117.0,3.0,0.0,2006-07,40.0,1.0,Right Side(R),Mid Range,16-24 ft.,04-03-2007,MANU @ PHX,10852.0,"33.552026, -112.071667",shot - 41,20600890,0.3333333333333333
-118.0,91.0,4.0,0.0,2006-07,34.0,0.0,Left Side(L),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10853.0,"33.552026, -112.071667",shot - 15,20600890,10.366666666666667
0.0,0.0,4.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,04-03-2007,MANU @ PHX,10854.0,"33.552026, -112.071667",shot - 4,20600890,8.783333333333333
-87.0,46.0,4.0,0.0,2006-07,29.0,1.0,Left Side(L),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10855.0,"33.552026, -112.071667",shot - 52,20600890,8.483333333333333
94.0,58.0,4.0,0.0,2006-07,30.0,1.0,Right Side(R),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10856.0,"33.552026, -112.071667",shot - 3,20600890,4.9
0.0,0.0,4.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,04-03-2007,MANU @ PHX,10857.0,"33.552026, -112.071667",shot - 4,20600890,4.366666666666666
105.0,63.0,4.0,0.0,2006-07,32.0,0.0,Right Side(R),Mid Range,8-16 ft.,04-03-2007,MANU @ PHX,10859.0,"33.552026, -112.071667",shot - 3,20600890,2.066666666666667
-182.0,189.0,4.0,0.0,2006-07,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,04-03-2007,MANU @ PHX,10860.0,"33.552026, -112.071667",shot - 12,20600890,0.18333333333333332
156.0,233.0,4.0,0.0,2006-07,48.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,04-03-2007,MANU @ PHX,10861.0,"33.552026, -112.071667",shot - 3,20600890,0.0
-135.0,0.0,1.0,0.0,2006-07,38.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10862.0,"46.667324, -94.419250",shot - 20,20600902,11.65
-38.0,104.0,1.0,0.0,2006-07,31.0,0.0,Center(C),Goal Line,8-16 ft.,06-03-2007,MANU @ MIN,10863.0,"46.667324, -94.419250",shot - 38,20600902,8.5
44.0,43.0,1.0,0.0,2006-07,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,06-03-2007,MANU @ MIN,10864.0,"46.667324, -94.419250",shot - 44,20600902,8.2
0.0,0.0,1.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,06-03-2007,MANU @ MIN,10865.0,"46.667324, -94.419250",shot - 39,20600902,7.6
105.0,110.0,1.0,0.0,2006-07,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,06-03-2007,MANU @ MIN,10867.0,"46.667324, -94.419250",shot - 36,20600902,1.95
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,06-03-2007,MANU @ MIN,10868.0,"46.667324, -94.419250",shot - 4,20600902,6.916666666666667
-38.0,49.0,2.0,0.0,2006-07,26.0,0.0,Center(C),Goal Line,Less Than 8 ft.,06-03-2007,MANU @ MIN,10869.0,"46.667324, -94.419250",shot - 30,20600902,5.416666666666667
118.0,82.0,2.0,0.0,2006-07,34.0,1.0,Right Side(R),Mid Range,8-16 ft.,06-03-2007,MANU @ MIN,10870.0,"46.667324, -94.419250",shot - 3,20600902,3.6166666666666667
-156.0,158.0,2.0,0.0,2006-07,42.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10871.0,"46.667324, -94.419250",shot - 3,20600902,2.066666666666667
67.0,91.0,2.0,0.0,2006-07,31.0,1.0,Right Side(R),Goal Line,8-16 ft.,06-03-2007,MANU @ MIN,10872.0,"46.667324, -94.419250",shot - 15,20600902,1.1666666666666667
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,06-03-2007,MANU @ MIN,10873.0,"46.667324, -94.419250",shot - 56,20600902,0.8833333333333333
235.0,31.0,3.0,0.0,2006-07,43.0,1.0,Right Side(R),Right Corner,24+ ft.,06-03-2007,MANU @ MIN,10875.0,"46.667324, -94.419250",shot - 3,20600902,10.6
-79.0,229.0,3.0,0.0,2006-07,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,06-03-2007,MANU @ MIN,10877.0,"46.667324, -94.419250",shot - 23,20600902,9.133333333333333
-171.0,199.0,3.0,0.0,2006-07,46.0,1.0,Left Side Center(LC),Penalty Spot,24+ ft.,06-03-2007,MANU @ MIN,10878.0,"46.667324, -94.419250",shot - 55,20600902,7.683333333333334
204.0,20.0,3.0,0.0,2006-07,40.0,0.0,Right Side(R),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10879.0,"46.667324, -94.419250",shot - 3,20600902,6.666666666666667
-16.0,207.0,3.0,0.0,2006-07,40.0,0.0,Center(C),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10880.0,"46.667324, -94.419250",shot - 34,20600902,3.1
189.0,176.0,3.0,0.0,2006-07,45.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,06-03-2007,MANU @ MIN,10881.0,"46.667324, -94.419250",shot - 48,20600902,1.5833333333333335
-166.0,0.0,4.0,0.0,2006-07,36.0,0.0,Left Side(L),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10882.0,"46.667324, -94.419250",shot - 38,20600902,6.5
-164.0,135.0,4.0,0.0,2006-07,41.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10883.0,"46.667324, -94.419250",shot - 36,20600902,3.6333333333333333
-205.0,186.0,4.0,0.0,2006-07,47.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,06-03-2007,MANU @ MIN,10884.0,"46.667324, -94.419250",shot - 3,20600902,2.65
64.0,179.0,4.0,0.0,2006-07,39.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10885.0,"46.667324, -94.419250",shot - 38,20600902,1.9333333333333333
156.0,125.0,4.0,0.0,2006-07,39.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,06-03-2007,MANU @ MIN,10886.0,"46.667324, -94.419250",shot - 3,20600902,0.9833333333333333
-2.0,222.0,5.0,0.0,2006-07,42.0,0.0,Center(C),Mid Range,24+ ft.,06-03-2007,MANU @ MIN,10888.0,"46.667324, -94.419250",shot - 3,20600902,3.85
149.0,215.0,5.0,0.0,2006-07,46.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,06-03-2007,MANU @ MIN,10889.0,"46.667324, -94.419250",shot - 3,20600902,0.7166666666666667
-90.0,160.0,1.0,0.0,2006-07,38.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10892.0,"39.993941, -75.143458",shot - 36,20600919,11.45
115.0,173.0,1.0,0.0,2006-07,40.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10893.0,"39.993941, -75.143458",shot - 8,20600919,9.683333333333334
-184.0,-28.0,1.0,0.0,2006-07,38.0,1.0,Left Side(L),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10894.0,"39.993941, -75.143458",shot - 38,20600919,8.5
61.0,0.0,1.0,0.0,2006-07,26.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10895.0,"39.993941, -75.143458",shot - 3,20600919,8.536666666666667
-172.0,204.0,1.0,0.0,2006-07,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,09-03-2007,MANU @ PHI,10897.0,"39.993941, -75.143458",shot - 3,20600919,4.983333333333333
225.0,-1.0,1.0,0.0,2006-07,42.0,1.0,Right Side(R),Right Corner,24+ ft.,09-03-2007,MANU @ PHI,10898.0,"39.993941, -75.143458",shot - 3,20600919,1.8166666666666667
-177.0,-23.0,1.0,0.0,2006-07,37.0,0.0,Left Side(L),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10899.0,"39.993941, -75.143458",shot - 36,20600919,0.2833333333333333
15.0,91.0,2.0,0.0,2006-07,29.0,1.0,Center(C),Goal Line,8-16 ft.,09-03-2007,MANU @ PHI,10901.0,"39.993941, -75.143458",shot - 3,20600919,10.516666666666667
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,09-03-2007,MANU @ PHI,10902.0,"39.993941, -75.143458",shot - 4,20600919,9.633333333333333
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,09-03-2007,MANU @ PHI,10903.0,"39.993941, -75.143458",shot - 4,20600919,7.883333333333333
-6.0,84.0,2.0,0.0,2006-07,28.0,0.0,Center(C),Goal Line,8-16 ft.,09-03-2007,MANU @ PHI,10904.0,"39.993941, -75.143458",shot - 51,20600919,2.65
-57.0,273.0,3.0,0.0,2006-07,47.0,0.0,Center(C),Penalty Spot,24+ ft.,09-03-2007,MANU @ PHI,10906.0,"39.993941, -75.143458",shot - 36,20600919,8.116666666666667
80.0,0.0,3.0,0.0,2006-07,28.0,0.0,Center(C),Goal Line,8-16 ft.,09-03-2007,MANU @ PHI,10908.0,"39.993941, -75.143458",shot - 42,20600919,5.35
-103.0,110.0,3.0,0.0,2006-07,35.0,1.0,Left Side(L),Mid Range,8-16 ft.,09-03-2007,MANU @ PHI,10909.0,"39.993941, -75.143458",shot - 38,20600919,3.9333333333333336
102.0,112.0,3.0,0.0,2006-07,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,09-03-2007,MANU @ PHI,10910.0,"39.993941, -75.143458",shot - 3,20600919,2.55
41.0,0.0,4.0,0.0,2006-07,24.0,0.0,Center(C),Goal Line,Less Than 8 ft.,09-03-2007,MANU @ PHI,10911.0,"39.993941, -75.143458",shot - 1,20600919,9.883333333333333
128.0,110.0,4.0,0.0,2006-07,36.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10912.0,"39.993941, -75.143458",shot - 51,20600919,9.2
0.0,20.0,4.0,0.0,2006-07,38.0,0.0,Left Side(L),Mid Range,16-24 ft.,09-03-2007,MANU @ PHI,10913.0,"39.993941, -75.143458",shot - 54,20600919,8.066666666666666
77.0,235.0,4.0,0.0,2006-07,44.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,09-03-2007,MANU @ PHI,10915.0,"39.993941, -75.143458",shot - 17,20600919,2.65
0.0,0.0,4.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,09-03-2007,MANU @ PHI,10916.0,"39.993941, -75.143458",shot - 4,20600919,2.033333333333333
34.0,145.0,4.0,0.0,2006-07,34.0,1.0,Center(C),Mid Range,8-16 ft.,09-03-2007,MANU @ PHI,10918.0,"39.993941, -75.143458",shot - 44,20600919,0.9
0.0,7.0,1.0,0.0,2006-07,35.0,1.0,Left Side(L),Mid Range,8-16 ft.,11-03-2007,MANU vs. DAL,10919.0,"42.982923, -71.446094",shot - 55,20600941,11.466666666666667
105.0,150.0,1.0,0.0,2006-07,38.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10920.0,"42.982923, -71.446094",shot - 3,20600941,10.233333333333333
0.0,155.0,1.0,0.0,2006-07,38.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10921.0,"42.982923, -71.446094",shot - 3,20600941,9.133333333333333
0.0,169.0,1.0,0.0,2006-07,40.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10922.0,"42.982923, -71.446094",shot - 3,20600941,7.683333333333334
-163.0,209.0,1.0,0.0,2006-07,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,11-03-2007,MANU vs. DAL,10923.0,"42.982923, -71.446094",shot - 9,20600941,5.95
8.0,117.0,1.0,0.0,2006-07,31.0,1.0,Center(C),Goal Line,8-16 ft.,11-03-2007,MANU vs. DAL,10924.0,"42.982923, -71.446094",shot - 44,20600941,5.4
154.0,-5.0,1.0,0.0,2006-07,35.0,0.0,Right Side(R),Mid Range,8-16 ft.,11-03-2007,MANU vs. DAL,10925.0,"42.982923, -71.446094",shot - 30,20600941,4.016666666666667
107.0,137.0,1.0,0.0,2006-07,37.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10926.0,"42.982923, -71.446094",shot - 3,20600941,2.9833333333333334
149.0,222.0,1.0,0.0,2006-07,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,11-03-2007,MANU vs. DAL,10927.0,"42.982923, -71.446094",shot - 39,20600941,0.7333333333333333
0.0,0.0,1.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2007,MANU vs. DAL,10928.0,"42.982923, -71.446094",shot - 39,20600941,0.43333333333333335
-16.0,209.0,2.0,0.0,2006-07,40.0,0.0,Center(C),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10929.0,"42.982923, -71.446094",shot - 41,20600941,8.516666666666667
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2007,MANU vs. DAL,10930.0,"42.982923, -71.446094",shot - 4,20600941,4.533333333333333
0.0,0.0,2.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2007,MANU vs. DAL,10931.0,"42.982923, -71.446094",shot - 39,20600941,3.9
156.0,117.0,2.0,0.0,2006-07,39.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10932.0,"42.982923, -71.446094",shot - 3,20600941,3.1666666666666665
-145.0,117.0,2.0,0.0,2006-07,38.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,11-03-2007,MANU vs. DAL,10933.0,"42.982923, -71.446094",shot - 27,20600941,2.25
-103.0,109.0,2.0,0.0,2006-07,34.0,0.0,Left Side(L),Mid Range,8-16 ft.,11-03-2007,MANU vs. DAL,10934.0,"42.982923, -71.446094",shot - 38,20600941,1.4833333333333334
0.0,0.0,3.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2007,MANU vs. DAL,10935.0,"42.982923, -71.446094",shot - 39,20600941,7.766666666666667
0.0,0.0,4.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,11-03-2007,MANU vs. DAL,10937.0,"42.982923, -71.446094",shot - 49,20600941,6.066666666666666
169.0,13.0,1.0,0.0,2006-07,36.0,1.0,Right Side(R),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10938.0,"39.739968, -104.954013",shot - 26,20600969,11.3
166.0,22.0,1.0,0.0,2006-07,36.0,1.0,Right Side(R),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10939.0,"39.739968, -104.954013",shot - 3,20600969,10.766666666666667
0.0,0.0,1.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,15-03-2007,MANU @ DEN,10940.0,"39.739968, -104.954013",shot - 4,20600969,9.3
-125.0,140.0,1.0,0.0,2006-07,38.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10941.0,"39.739968, -104.954013",shot - 3,20600969,2.35
228.0,53.0,1.0,0.0,2006-07,43.0,0.0,Right Side(R),Right Corner,24+ ft.,15-03-2007,MANU @ DEN,10942.0,"39.739968, -104.954013",shot - 3,20600969,0.9666666666666667
0.0,0.0,2.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,15-03-2007,MANU @ DEN,10943.0,"39.739968, -104.954013",shot - 1,20600969,11.633333333333333
-146.0,64.0,2.0,0.0,2006-07,35.0,0.0,Left Side(L),Mid Range,8-16 ft.,15-03-2007,MANU @ DEN,10944.0,"39.739968, -104.954013",shot - 10,20600969,11.05
108.0,133.0,2.0,0.0,2006-07,37.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10945.0,"39.739968, -104.954013",shot - 28,20600969,3.216666666666667
-176.0,33.0,2.0,0.0,2006-07,37.0,1.0,Left Side(L),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10946.0,"39.739968, -104.954013",shot - 52,20600969,2.216666666666667
-212.0,189.0,3.0,0.0,2006-07,48.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,15-03-2007,MANU @ DEN,10949.0,"39.739968, -104.954013",shot - 3,20600969,10.65
0.0,0.0,3.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,15-03-2007,MANU @ DEN,10950.0,"39.739968, -104.954013",shot - 55,20600969,6.733333333333333
66.0,10.0,3.0,0.0,2006-07,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,15-03-2007,MANU @ DEN,10952.0,"39.739968, -104.954013",shot - 44,20600969,2.6333333333333333
204.0,135.0,3.0,0.0,2006-07,44.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,15-03-2007,MANU @ DEN,10953.0,"39.739968, -104.954013",shot - 3,20600969,0.35
179.0,-19.0,4.0,0.0,2006-07,38.0,0.0,Right Side(R),Mid Range,16-24 ft.,15-03-2007,MANU @ DEN,10954.0,"39.739968, -104.954013",shot - 38,20600969,8.583333333333334
-3.0,105.0,4.0,0.0,2006-07,30.0,0.0,Center(C),Goal Line,8-16 ft.,15-03-2007,MANU @ DEN,10956.0,"39.739968, -104.954013",shot - 3,20600969,7.666666666666667
0.0,0.0,1.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,16-03-2007,MANU vs. POR,10957.0,"42.982923, -71.446094",shot - 39,20600977,11.2
69.0,166.0,1.0,0.0,2006-07,37.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10958.0,"42.982923, -71.446094",shot - 28,20600977,10.216666666666667
-90.0,171.0,1.0,0.0,2006-07,39.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10959.0,"42.982923, -71.446094",shot - 3,20600977,5.866666666666667
194.0,0.0,1.0,0.0,2006-07,41.0,0.0,Right Side(R),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10960.0,"42.982923, -71.446094",shot - 3,20600977,5.183333333333334
-191.0,95.0,1.0,0.0,2006-07,41.0,0.0,Left Side(L),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10961.0,"42.982923, -71.446094",shot - 3,20600977,1.8
84.0,186.0,2.0,0.0,2006-07,40.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10962.0,"42.982923, -71.446094",shot - 3,20600977,11.766666666666667
-82.0,161.0,2.0,0.0,2006-07,38.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10963.0,"42.982923, -71.446094",shot - 3,20600977,11.333333333333334
0.0,86.0,2.0,0.0,2006-07,29.0,1.0,Center(C),Goal Line,8-16 ft.,16-03-2007,MANU vs. POR,10964.0,"42.982923, -71.446094",shot - 44,20600977,9.65
87.0,155.0,2.0,0.0,2006-07,37.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10965.0,"42.982923, -71.446094",shot - 3,20600977,9.15
47.0,253.0,2.0,0.0,2006-07,45.0,1.0,Center(C),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10966.0,"42.982923, -71.446094",shot - 3,20600977,7.5
-38.0,266.0,2.0,0.0,2006-07,46.0,1.0,Center(C),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10967.0,"42.982923, -71.446094",shot - 3,20600977,6.933333333333334
107.0,247.0,2.0,0.0,2006-07,46.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10968.0,"42.982923, -71.446094",shot - 3,20600977,6.566666666666666
-148.0,82.0,2.0,0.0,2006-07,36.0,1.0,Left Side(L),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10970.0,"42.982923, -71.446094",shot - 3,20600977,0.9333333333333333
140.0,97.0,2.0,0.0,2006-07,37.0,0.0,Right Side(R),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10971.0,"42.982923, -71.446094",shot - 1,20600977,0.5333333333333333
-5.0,135.0,3.0,0.0,2006-07,33.0,0.0,Center(C),Goal Line,8-16 ft.,16-03-2007,MANU vs. POR,10972.0,"42.982923, -71.446094",shot - 10,20600977,11.2
0.0,0.0,3.0,0.0,2006-07,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,16-03-2007,MANU vs. POR,10973.0,"42.982923, -71.446094",shot - 39,20600977,10.183333333333334
0.0,0.0,3.0,0.0,2006-07,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,16-03-2007,MANU vs. POR,10974.0,"42.982923, -71.446094",shot - 4,20600977,10.15
151.0,201.0,3.0,0.0,2006-07,45.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10975.0,"42.982923, -71.446094",shot - 48,20600977,9.033333333333333
0.0,66.0,3.0,0.0,2006-07,26.0,1.0,Center(C),Goal Line,Less Than 8 ft.,16-03-2007,MANU vs. POR,10976.0,"42.982923, -71.446094",shot - 3,20600977,8.383333333333333
200.0,151.0,3.0,0.0,2006-07,45.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10977.0,"42.982923, -71.446094",shot - 43,20600977,7.916666666666667
100.0,3.0,3.0,0.0,2006-07,30.0,0.0,Right Side(R),Mid Range,8-16 ft.,16-03-2007,MANU vs. POR,10978.0,"42.982923, -71.446094",shot - 3,20600977,6.55
112.0,79.0,3.0,0.0,2006-07,33.0,1.0,Right Side(R),Mid Range,8-16 ft.,16-03-2007,MANU vs. POR,10979.0,"42.982923, -71.446094",shot - 38,20600977,5.4
41.0,197.0,3.0,0.0,2006-07,40.0,0.0,Center(C),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10980.0,"42.982923, -71.446094",shot - 42,20600977,3.5666666666666664
149.0,214.0,3.0,0.0,2006-07,46.0,1.0,Right Side Center(RC),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10981.0,"42.982923, -71.446094",shot - 11,20600977,3.216666666666667
-174.0,212.0,3.0,0.0,2006-07,47.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,16-03-2007,MANU vs. POR,10982.0,"42.982923, -71.446094",shot - 41,20600977,1.3166666666666667
190.0,10.0,4.0,0.0,2006-07,39.0,1.0,Right Side(R),Mid Range,16-24 ft.,16-03-2007,MANU vs. POR,10983.0,"42.982923, -71.446094",shot - 2,20600977,9.05
